x,y,z
21,16,12
10,3,5
15,30,12
12,15,9
22,9,3
24,21,7
19,13,13
4,20,10
6,12,5
15,22,13
15,6,5
7,28,10
4,13,7
4,16,12
16,19,5
15,15,10
23,17,9
27,21,8
7,21,7
24,9,10
4,9,9
26,22,4
23,10,6
27,14,5
7,13,8
26,15,1
7,16,13
19,19,6
26,18,6
16,7,8
10,21,8
7,6,5
7,9,10
19,12,3
26,10,7
10,14,5
3,18,10
22,20,3
7,2,7
1,15,11
18,9,1
10,9,11
22,12,4
1,8,8
13,6,3
10,2,8
13,9,8
22,8,6
6,11,8
13,1,9
23,16,12
14,15,9
17,22,9
26,21,7
25,17,5
29,20,8
9,20,7
20,6,2
17,10,12
9,13,4
9,16,9
21,19,2
13,19,12
9,8,10
21,11,3
13,12,9
21,14,8
12,13,5
12,16,10
24,19,3
9,1,7
12,6,2
12,9,7
24,12,0
17,25,10
27,19,4
12,1,8
4,23,13
24,7,6
4,7,5
16,29,11
23,8,2
25,20,6
15,9,8
17,21,12
9,23,8
16,22,8
9,26,13
15,2,5
25,16,8
15,1,9
14,3,1
7,7,6
9,19,10
28,20,7
19,22,9
19,6,1
16,10,11
28,13,4
28,16,9
19,15,6
12,19,11
19,18,11
3,21,13
22,22,10
2,22,9
22,6,2
19,10,12
23,19,2
22,15,7
30,17,6
22,18,12
2,18,11
14,21,4
6,21,14
3,6,11
18,7,10
15,12,9
2,10,12
14,13,5
6,14,11
14,16,10
26,19,3
23,7,5
17,13,2
14,9,7
10,18,7
14,2,4
14,1,8
10,27,12
10,11,4
5,3,10
13,18,4
1,12,10
13,11,1
2,25,10
13,10,5
18,18,10
13,3,2
2,21,12
9,11,13
21,17,11
24,22,6
17,26,11
17,19,8
5,14,10
17,12,5
25,14,4
24,10,9
4,10,8
16,13,1
16,16,6
25,23,9
8,13,11
20,19,9
17,7,11
9,10,3
8,6,8
21,16,1
16,8,7
8,9,13
20,12,6
28,14,5
19,13,2
9,22,13
21,25,6
20,5,3
16,4,9
12,10,4
19,9,4
21,20,12
3,12,6
15,18,4
12,22,14
4,28,11
6,20,6
11,7,2
15,11,1
10,3,7
3,7,12
22,9,5
24,21,9
4,20,12
6,12,7
23,22,5
16,26,10
15,3,2
15,6,7
7,28,12
4,13,9
6,5,4
14,7,3
4,16,14
16,19,7
15,15,12
23,17,11
27,21,10
7,21,9
7,20,13
4,9,11
26,22,6
23,10,8
7,13,10
26,15,3
19,19,8
26,18,8
16,7,10
10,21,10
7,6,7
22,27,8
7,9,12
19,12,5
26,10,9
18,13,1
3,18,12
22,20,5
2,19,8
6,23,7
19,7,11
18,9,3
10,9,13
22,12,6
14,18,3
6,15,8
6,18,13
10,2,10
18,4,9
22,8,8
6,11,10
23,20,12
5,12,6
17,10,1
14,6,6
14,15,11
26,21,9
25,17,7
20,10,2
9,20,9
18,19,7
13,24,8
21,26,7
20,6,4
9,13,6
9,16,11
21,19,4
5,30,9
13,19,14
24,26,8
9,8,12
21,11,5
13,12,11
21,14,10
12,13,7
12,16,12
24,19,5
9,1,9
15,21,7
17,16,7
12,8,13
4,11,5
4,14,10
17,25,12
27,19,6
7,19,5
12,1,10
4,7,7
16,10,0
8,11,6
23,8,4
25,20,8
15,9,10
27,12,3
9,23,10
8,3,7
25,16,10
20,9,5
7,7,8
19,10,1
9,19,12
28,20,9
10,12,3
19,22,11
19,6,3
28,13,6
3,9,5
12,19,13
24,25,11
15,24,8
23,26,7
10,0,6
22,22,12
2,22,11
22,6,4
14,28,9
23,19,4
22,15,9
30,17,8
15,19,14
14,21,6
11,6,3
15,12,11
14,13,7
6,14,13
14,16,12
26,19,5
23,7,7
17,13,4
14,9,9
26,12,2
10,15,4
10,18,9
1,20,11
10,27,14
18,10,0
10,11,6
21,17,0
13,18,6
1,12,12
9,7,4
2,25,12
13,10,7
10,6,12
13,3,4
21,5,3
2,21,14
17,26,13
25,18,4
17,19,10
25,21,9
16,20,6
25,11,1
13,28,10
17,12,7
25,14,6
29,18,5
16,13,3
9,17,8
16,16,8
13,21,7
8,13,13
25,7,3
20,19,11
9,10,5
8,6,10
21,16,3
16,8,9
20,12,8
28,14,7
0,11,11
19,13,4
21,25,8
12,10,6
3,12,8
15,18,6
12,3,3
24,9,1
4,28,13
15,11,3
10,3,9
15,10,7
22,9,7
4,20,14
6,12,9
16,26,12
15,3,4
7,25,9
15,6,9
7,28,14
4,13,11
6,5,6
14,7,5
16,19,9
26,13,3
23,17,13
20,22,12
12,28,9
26,22,8
16,11,10
23,10,10
10,9,2
7,13,12
19,19,10
3,22,12
10,21,12
7,6,9
22,27,10
19,12,7
6,30,12
3,18,14
22,20,7
22,19,11
2,19,10
14,22,3
18,6,0
6,23,9
14,25,8
18,9,5
18,8,9
22,12,8
2,12,7
14,18,5
6,15,10
22,8,10
6,11,12
5,12,8
17,10,3
14,6,8
5,5,5
20,18,3
26,21,11
25,17,9
20,10,4
9,20,11
18,19,9
21,26,9
20,6,6
21,19,6
5,30,11
12,4,4
24,26,10
21,11,7
13,12,13
21,14,12
12,13,9
24,19,7
4,19,6
21,7,9
17,16,9
4,11,7
23,13,0
8,15,6
4,14,12
16,17,5
20,21,4
27,19,8
7,19,7
4,7,9
16,10,2
23,8,6
25,20,10
8,10,12
7,12,4
15,9,12
27,12,5
0,16,9
19,18,2
9,23,12
8,3,9
20,9,7
7,7,10
19,10,3
9,19,14
10,12,5
22,18,3
19,22,13
19,6,5
28,13,8
18,7,1
3,9,7
22,11,0
22,10,4
4,22,7
15,24,10
11,4,3
23,26,9
10,0,8
2,22,13
22,6,6
14,28,11
23,19,6
6,9,8
27,22,9
7,22,8
15,12,13
23,14,12
5,6,6
14,13,9
26,19,7
23,7,9
10,22,9
10,25,14
7,10,11
14,9,11
26,12,4
29,19,4
10,15,6
10,18,11
22,21,4
1,20,13
9,11,4
18,10,2
13,15,3
10,11,8
21,17,2
13,18,8
9,7,6
13,10,9
2,9,6
13,3,6
21,5,5
24,10,0
5,9,7
17,7,2
24,6,2
25,18,6
17,19,12
29,22,5
25,21,11
16,20,8
16,4,0
25,11,3
13,28,12
25,14,8
8,4,10
29,18,7
9,17,10
21,20,3
28,19,3
13,21,9
21,23,8
25,7,5
20,19,13
9,10,7
19,4,1
21,16,5
16,8,11
13,13,10
20,12,10
28,14,9
19,13,6
12,17,11
12,10,8
3,12,10
15,15,3
23,17,2
15,18,8
12,3,5
24,9,3
15,10,9
22,9,9
7,16,6
6,12,11
16,7,1
16,26,14
15,3,6
7,25,11
15,6,11
4,13,13
14,7,7
16,19,11
26,13,5
12,28,11
26,22,10
16,11,12
28,17,10
10,9,4
19,19,12
1,11,6
22,24,7
3,22,14
10,21,14
13,9,1
19,12,9
6,27,9
22,19,13
2,19,12
14,22,5
6,23,11
14,25,10
5,24,7
23,16,5
22,12,10
2,12,9
14,18,7
6,15,12
14,10,8
5,12,10
17,10,5
14,6,10
1,21,10
5,5,7
13,19,5
20,18,5
9,8,3
13,12,2
20,10,6
9,20,13
18,19,11
20,6,8
21,18,12
17,28,8
12,4,6
21,11,9
15,9,1
17,21,5
12,13,11
24,19,9
4,19,8
4,18,12
25,16,1
17,16,11
4,11,9
8,15,8
16,17,7
20,21,6
28,23,5
25,8,2
27,19,10
7,19,9
4,4,6
19,25,7
4,7,11
16,10,4
28,16,2
23,8,8
27,12,7
20,16,12
0,16,11
19,18,4
9,23,14
19,17,8
8,3,11
16,5,10
20,9,9
0,9,8
7,7,12
19,10,5
3,13,7
10,12,7
3,16,12
22,18,5
7,0,9
19,6,7
4,29,12
6,21,7
18,7,3
3,9,9
15,12,2
22,10,6
4,22,9
6,14,4
14,16,3
15,24,12
11,4,5
10,0,10
22,6,8
7,29,13
14,28,13
23,19,8
6,9,10
7,22,10
19,28,8
6,2,7
14,4,6
5,6,8
14,13,11
26,19,9
10,22,11
7,10,13
26,12,6
19,16,11
18,18,3
10,15,8
13,22,8
10,18,13
22,21,6
6,24,8
9,11,6
18,10,4
10,11,10
21,17,4
2,13,6
2,16,11
5,21,6
13,10,11
2,9,8
13,3,8
21,5,7
24,10,2
5,9,9
17,7,4
16,8,0
8,9,6
25,18,8
17,19,14
29,22,7
16,20,10
13,25,9
16,4,2
25,11,5
8,1,7
13,28,14
25,14,10
8,4,12
20,7,5
12,29,10
9,17,12
21,20,5
13,21,11
21,23,10
12,22,7
9,10,9
19,4,3
21,16,7
13,13,12
19,13,8
12,17,13
15,22,8
15,6,0
12,10,10
4,16,7
15,15,5
23,17,4
15,18,10
27,21,3
12,3,7
24,9,5
4,9,4
4,8,8
23,10,1
15,10,11
27,16,9
7,16,8
6,12,13
16,7,3
15,3,8
7,9,5
14,7,9
16,19,13
26,13,7
10,16,9
12,28,13
3,27,10
7,4,11
10,9,6
1,11,8
22,24,9
22,8,1
15,28,14
6,27,11
13,1,4
2,19,14
14,22,7
14,25,12
5,24,9
23,16,7
22,12,12
2,12,11
14,15,4
6,15,14
14,10,10
26,16,8
17,10,7
14,6,12
1,21,12
29,16,5
13,19,7
1,14,9
9,8,5
13,12,4
21,14,3
20,10,8
0,10,7
12,16,5
18,19,13
13,7,10
12,9,2
20,6,10
12,8,6
13,0,7
17,28,10
4,23,8
12,4,8
24,7,1
21,11,11
15,9,3
17,20,11
24,19,11
4,18,14
16,24,12
25,16,3
17,16,13
4,11,11
8,15,10
16,17,9
20,21,8
28,23,7
25,8,4
7,19,11
4,4,8
19,25,9
4,7,13
16,10,6
28,16,4
23,8,10
0,13,8
12,19,6
19,17,10
3,21,8
8,3,13
20,9,11
0,9,10
22,22,5
19,10,7
3,13,9
22,15,2
3,16,14
15,19,7
22,18,7
12,7,9
19,6,9
4,29,14
6,21,9
3,6,6
18,7,5
3,9,11
15,12,4
22,10,8
2,10,7
4,22,11
6,14,6
14,16,5
16,28,9
23,7,0
23,19,10
6,9,12
7,22,12
19,28,10
6,2,9
14,4,8
5,3,5
10,30,12
5,6,10
26,19,11
10,22,13
10,6,5
19,16,13
10,15,10
18,17,9
13,22,10
22,21,8
6,24,10
9,11,8
18,10,6
21,17,6
5,28,11
2,13,8
2,16,13
14,19,6
5,21,8
13,10,13
2,9,10
17,19,3
5,14,5
21,5,9
17,12,0
24,10,4
17,14,9
8,13,6
20,19,4
17,7,6
9,29,11
16,8,2
8,9,8
20,12,1
25,18,10
13,25,11
16,4,4
21,27,10
25,11,7
25,14,12
20,7,7
12,29,12
9,17,14
21,20,7
13,21,13
21,23,12
12,22,9
9,10,11
19,4,5
4,27,10
21,16,9
3,7,7
22,9,0
24,20,8
4,20,7
21,8,10
15,22,10
15,6,2
12,10,12
4,16,9
23,17,6
15,18,12
27,21,5
20,25,10
7,20,8
24,9,7
4,8,10
16,11,3
23,10,3
7,13,5
7,16,10
19,19,3
16,7,5
15,3,10
7,9,7
19,12,0
14,7,11
26,10,4
26,13,9
18,16,1
3,18,7
10,16,11
22,19,4
7,1,8
1,15,8
19,7,6
18,8,2
10,9,8
22,12,1
18,11,7
4,26,13
6,18,8
10,2,5
22,8,3
10,1,9
6,27,13
2,7,6
6,11,5
23,20,7
30,19,7
13,1,6
14,6,1
23,16,9
14,15,6
26,21,4
25,17,2
14,10,12
29,20,5
26,16,10
18,19,2
13,26,12
17,10,9
29,16,7
9,16,6
13,19,9
1,14,11
9,8,7
21,11,0
13,12,6
21,14,5
20,10,10
0,10,9
12,16,7
13,7,12
17,16,2
12,8,8
24,14,6
4,14,5
13,0,9
17,25,7
12,1,5
17,28,12
4,23,10
12,4,10
24,7,3
25,20,3
15,9,5
17,20,13
9,26,10
4,2,8
16,24,14
25,16,5
20,9,0
15,1,6
25,15,9
9,19,7
4,11,13
16,17,11
28,20,4
20,21,10
28,23,9
25,8,6
19,22,6
12,26,11
19,25,11
16,10,8
9,14,13
28,16,6
0,13,10
12,19,8
19,17,12
3,21,10
3,20,14
22,22,7
19,10,9
3,13,11
15,19,9
22,18,9
12,7,11
14,20,5
6,21,11
3,6,8
18,7,7
3,9,13
15,12,6
22,10,10
2,10,9
4,22,13
14,16,7
16,28,11
23,7,2
15,7,12
7,10,4
14,9,4
7,22,14
14,1,5
19,28,12
6,2,11
14,4,10
5,3,7
19,20,13
1,12,7
13,10,2
10,6,7
10,15,12
18,17,11
22,21,10
2,21,9
2,20,13
6,24,12
18,10,8
21,17,8
2,13,10
14,19,8
17,26,8
2,9,12
17,19,5
25,21,4
25,14,1
24,10,6
17,14,11
8,13,8
20,19,6
17,7,8
9,29,13
16,8,4
13,13,3
20,12,3
13,16,8
25,18,12
13,25,13
9,5,6
16,4,6
20,7,9
12,29,14
21,20,9
17,29,9
19,4,7
4,27,12
21,16,11
3,7,9
15,10,2
22,9,2
15,13,7
24,20,10
4,20,9
6,12,4
21,8,12
15,22,12
11,2,5
15,6,4
4,13,6
14,7,0
24,16,12
4,16,11
23,17,8
20,22,7
27,21,7
20,25,12
7,20,10
26,22,3
19,26,8
4,8,12
16,11,5
23,10,5
16,14,10
7,13,7
7,16,12
19,19,5
16,7,7
10,21,7
3,25,12
10,20,11
7,9,9
19,12,2
7,8,13
26,10,6
26,13,11
3,18,9
10,16,13
22,19,6
7,1,10
1,15,10
14,25,3
19,7,8
18,8,4
10,9,10
22,12,3
18,11,9
6,15,5
6,18,10
5,19,6
10,1,11
22,8,5
22,7,9
2,7,8
6,11,7
23,20,9
13,1,8
14,6,3
6,3,8
23,16,11
6,6,13
5,7,9
26,21,6
17,5,4
29,20,7
9,20,6
18,19,4
10,19,14
20,6,1
13,26,14
21,19,1
21,18,5
13,19,11
21,21,10
9,8,9
21,11,2
13,12,8
21,14,7
20,10,12
12,13,4
12,16,9
9,1,6
17,16,4
12,8,10
24,14,8
4,14,7
17,25,9
27,19,3
12,1,7
12,4,12
4,7,4
24,7,5
9,30,10
16,29,10
23,8,1
25,20,5
8,10,7
20,16,5
17,4,7
9,26,12
4,2,10
16,5,3
20,9,2
15,1,8
25,15,11
7,7,5
9,19,9
16,17,13
28,20,6
25,8,8
19,6,0
12,26,13
28,13,3
28,16,8
12,19,10
24,25,8
22,22,9
22,6,1
15,26,14
19,10,11
4,17,8
3,13,13
30,17,5
15,19,11
27,22,4
12,7,13
14,20,7
6,21,13
3,6,10
15,12,8
23,14,7
2,10,11
14,13,4
14,16,9
26,19,2
16,28,13
23,7,4
10,25,9
7,10,6
19,16,4
14,8,10
10,18,6
14,1,7
1,19,12
10,11,3
5,3,9
1,12,9
13,10,4
10,6,9
18,17,13
22,21,12
6,24,14
18,10,10
2,13,12
17,26,10
26,25,8
25,18,1
17,19,7
25,21,6
9,24,8
25,14,3
17,14,13
9,17,5
29,17,6
8,13,10
20,19,8
17,7,10
25,9,9
21,16,0
16,8,6
13,13,5
28,14,4
13,16,10
0,11,8
19,13,1
12,17,6
9,5,8
16,4,8
12,10,3
21,20,11
3,12,5
17,29,11
4,27,14
3,7,11
15,10,4
15,13,9
27,16,2
24,20,12
4,20,11
6,12,6
16,26,9
15,22,14
15,6,6
7,28,11
14,7,2
16,19,6
23,17,10
20,22,9
7,20,12
7,4,4
19,26,10
16,11,7
16,14,12
28,17,5
7,13,9
7,16,14
19,19,7
16,7,9
3,22,9
3,25,14
10,20,13
19,12,4
22,26,11
26,10,8
18,13,0
19,14,13
3,18,11
22,19,8
14,25,5
19,7,10
6,22,10
18,8,6
3,10,12
10,9,12
22,12,5
6,15,7
2,14,13
6,18,12
18,4,8
5,19,8
2,7,10
14,10,3
6,11,9
26,16,1
23,20,11
5,12,5
13,1,10
17,10,0
14,6,5
6,3,10
23,16,13
17,5,6
20,10,1
9,20,8
18,19,6
1,9,8
21,26,6
13,7,3
20,6,3
5,30,8
21,18,7
13,19,13
21,21,12
9,8,11
21,11,4
21,14,9
24,19,4
17,23,9
4,18,7
21,6,10
17,16,6
12,8,12
4,11,4
24,14,10
4,14,9
27,19,5
12,1,9
4,7,6
9,30,12
4,6,10
23,8,3
25,20,7
8,10,9
20,16,7
9,23,9
17,4,9
19,17,3
9,26,14
8,3,6
16,5,5
20,9,4
7,7,7
19,10,0
9,19,11
28,20,8
3,16,7
12,7,2
19,6,2
3,9,4
22,10,1
12,19,12
24,25,10
22,22,11
3,4,10
22,6,3
14,28,8
4,17,10
6,9,5
23,19,3
16,23,8
30,17,7
15,19,13
27,22,6
14,4,1
15,12,10
23,14,9
14,13,6
7,17,11
14,16,11
26,19,4
23,7,6
10,25,11
7,10,8
19,16,6
14,8,12
26,14,10
18,17,2
10,18,8
14,1,9
10,10,9
1,12,11
2,25,11
13,10,6
10,6,11
21,5,2
13,5,12
25,25,6
17,26,12
25,18,3
25,21,8
17,18,13
9,24,10
13,28,9
25,14,5
8,4,7
20,7,0
29,17,8
9,17,7
21,20,0
13,21,6
13,20,10
20,19,10
9,10,4
21,16,2
16,8,8
13,13,7
28,14,6
13,16,12
0,11,10
12,17,8
24,23,6
9,5,10
12,10,5
15,18,5
15,17,9
24,9,0
12,5,11
15,10,6
25,24,9
15,13,11
27,16,4
4,20,13
6,12,8
16,26,11
15,3,3
15,6,8
14,7,4
16,19,8
26,13,2
16,18,12
23,17,12
20,22,11
10,16,4
7,20,14
7,4,6
19,26,12
16,11,9
28,17,7
7,13,11
19,19,9
16,7,11
3,22,11
15,28,9
10,4,7
6,30,11
3,18,13
23,23,5
22,19,10
2,19,9
14,25,7
6,22,12
23,16,2
18,8,8
22,12,7
15,16,12
14,18,4
6,15,9
14,17,8
6,18,14
18,4,10
14,10,5
6,11,11
26,16,3
5,12,7
17,10,2
14,6,7
17,5,8
20,10,3
18,19,8
1,9,10
21,26,8
13,7,5
12,8,1
5,30,10
21,18,9
12,4,3
24,26,9
9,8,13
21,11,6
21,14,11
17,20,6
17,23,11
4,18,9
16,24,7
25,15,2
17,16,8
4,11,6
24,14,12
4,14,11
16,17,4
20,21,3
20,20,7
27,19,7
20,23,12
17,8,9
16,10,1
9,14,6
4,6,12
23,8,5
8,10,11
20,16,9
9,23,11
19,17,5
8,3,8
16,5,7
20,9,6
28,11,5
7,7,9
19,10,2
28,20,10
3,16,9
22,18,2
12,7,4
19,5,8
18,7,0
3,9,6
22,10,3
12,19,14
11,4,2
23,26,8
6,16,10
10,0,7
22,6,5
7,29,10
4,17,12
6,9,7
16,23,10
27,22,8
7,22,7
14,4,3
23,14,11
5,6,5
10,29,11
27,18,10
14,13,8
7,17,13
26,19,6
23,7,8
10,22,8
10,25,13
7,10,10
19,16,8
10,15,5
18,17,4
3,19,10
10,18,10
22,21,3
18,10,1
21,17,1
10,10,11
22,16,9
2,16,8
13,10,8
10,6,13
2,9,5
21,5,4
17,14,4
5,9,6
25,25,8
17,7,1
10,28,14
25,18,5
8,8,7
25,21,10
9,24,12
25,11,2
13,28,11
25,14,7
8,4,9
20,7,2
25,13,11
9,17,9
21,20,2
21,23,7
13,20,12
20,19,12
19,4,0
21,16,4
16,8,10
13,13,9
28,14,8
12,17,10
24,20,3
24,23,8
9,5,12
12,10,7
24,13,0
23,17,1
15,17,11
24,9,2
27,23,9
24,8,6
4,8,5
16,14,3
15,10,8
23,12,7
15,13,13
7,16,5
27,16,6
16,7,0
9,27,13
16,26,13
15,3,5
8,7,10
15,6,10
7,8,6
14,7,6
7,11,11
26,13,4
16,18,14
10,16,6
12,28,10
7,4,8
19,7,1
16,11,11
28,17,9
10,9,3
18,11,2
12,20,11
19,19,11
3,22,13
15,28,11
10,4,9
6,30,13
23,23,7
22,19,12
2,19,11
14,22,4
14,25,9
6,22,14
23,16,4
6,6,6
18,8,10
6,15,11
14,17,10
23,11,10
14,10,7
26,16,5
10,19,7
14,6,9
29,15,6
21,21,3
17,5,10
21,14,0
20,10,5
13,14,10
18,19,10
1,9,12
9,3,8
13,7,7
12,8,3
24,14,1
5,30,12
21,18,11
12,4,5
17,27,11
24,26,11
21,11,8
15,9,0
17,20,8
17,4,0
17,23,13
4,18,11
16,24,9
25,15,4
17,16,10
4,11,8
4,14,13
16,17,6
28,23,4
25,8,1
20,20,9
27,19,9
17,8,11
9,14,8
23,8,7
8,10,13
16,12,12
20,16,11
0,16,10
9,23,13
19,17,7
16,5,9
3,20,9
20,9,8
19,10,4
12,14,9
3,13,6
9,2,11
3,16,11
12,7,6
6,21,6
11,8,2
3,9,8
15,12,1
23,14,0
22,10,5
11,4,4
16,27,10
6,16,12
23,26,10
15,7,7
22,6,7
7,29,12
14,8,3
4,17,14
6,9,9
16,23,12
7,22,9
6,2,6
14,4,5
5,6,7
10,29,13
19,20,8
26,19,8
19,23,13
10,22,10
10,6,2
7,10,12
19,16,10
10,15,7
18,17,6
3,19,12
10,18,12
22,21,5
6,24,7
2,23,13
18,10,3
21,17,3
5,28,8
10,10,13
22,16,11
2,16,10
14,19,3
18,5,9
2,9,7
21,5,6
17,14,6
5,9,8
25,25,10
17,7,3
25,9,2
25,18,7
8,8,9
20,14,7
13,25,8
16,4,1
9,24,14
21,27,7
8,1,6
13,28,13
8,4,11
20,7,4
9,17,11
21,20,4
21,23,9
13,20,14
19,4,2
24,27,8
21,16,6
13,13,11
21,15,10
3,7,4
15,13,2
12,17,12
24,20,5
24,23,10
15,22,7
12,10,9
4,16,6
4,15,10
23,17,3
20,25,7
15,17,13
24,8,8
4,8,7
16,11,0
16,14,5
15,10,10
23,12,9
27,16,8
7,16,7
16,7,2
8,7,12
10,20,6
20,13,10
7,8,8
7,11,13
19,14,6
26,13,6
16,2,8
10,16,8
12,28,12
7,4,10
19,7,3
16,11,13
6,25,8
3,10,5
10,9,5
18,11,4
12,20,13
2,14,6
4,26,10
6,18,5
23,27,7
10,1,6
15,28,13
10,4,11
22,7,4
23,20,4
23,23,9
15,20,14
14,22,6
7,26,11
14,25,11
23,16,6
6,6,8
6,15,13
14,17,12
26,23,10
14,10,9
26,16,7
10,19,9
13,26,9
1,21,11
29,15,8
21,18,0
13,19,6
21,21,5
9,8,4
21,14,2
10,7,12
13,14,12
9,3,10
13,7,9
12,8,5
24,14,3
13,0,6
12,4,7
24,7,0
17,27,13
17,20,10
17,4,2
4,18,13
16,24,11
13,29,10
25,15,6
17,16,12
9,18,8
16,17,8
9,21,13
28,23,6
25,8,3
20,20,11
12,26,8
9,14,10
28,15,7
20,16,13
12,19,5
19,17,9
16,5,11
3,20,11
15,26,9
19,10,6
12,14,11
3,13,8
3,16,13
15,19,6
12,7,8
4,29,13
6,21,8
15,12,3
23,14,2
22,10,7
2,10,6
14,16,4
4,5,6
16,27,12
6,16,14
15,7,9
7,29,14
27,13,7
14,8,5
6,9,11
26,14,3
16,23,14
19,28,9
14,4,7
10,13,7
19,20,10
10,22,12
10,6,4
19,16,12
18,17,8
1,7,10
3,19,14
22,21,7
15,25,12
2,20,10
13,5,5
6,24,9
14,26,8
18,10,5
5,28,10
2,13,7
22,16,13
2,16,12
14,19,5
5,21,7
2,9,9
17,18,6
21,5,8
17,14,8
5,9,10
20,19,3
17,7,5
25,9,4
1,18,10
16,8,1
13,16,5
8,8,11
25,18,9
20,14,9
9,5,3
21,27,9
8,1,8
8,4,13
20,7,6
12,29,11
9,17,13
21,20,6
21,23,11
13,4,8
19,4,4
12,5,4
24,27,10
4,27,9
13,13,13
21,15,12
3,7,6
15,13,4
12,17,14
24,20,7
21,8,9
11,2,2
15,6,1
17,17,9
4,15,12
16,18,5
23,17,5
16,21,10
20,25,9
7,20,7
4,8,9
16,11,2
16,14,7
15,10,12
7,13,4
23,12,11
27,16,10
7,16,9
7,15,13
16,7,4
10,20,8
20,13,12
7,8,10
26,10,3
19,14,8
18,16,0
26,13,8
10,16,10
22,19,3
7,1,7
12,28,14
7,4,12
19,7,5
18,8,1
6,25,10
3,10,7
22,12,0
18,11,6
15,16,5
10,8,11
2,14,8
4,26,12
6,18,7
11,5,3
23,27,9
10,1,8
22,7,6
6,11,4
23,20,6
6,10,8
23,23,11
14,6,0
7,26,13
23,16,8
6,6,10
5,7,6
17,5,1
14,10,11
26,16,9
10,19,11
13,26,11
22,25,9
1,21,13
21,18,2
13,19,8
21,21,7
9,8,6
21,14,4
5,25,9
5,18,6
13,7,11
21,9,10
12,8,7
24,14,5
17,8,2
24,7,2
17,11,7
4,6,5
20,16,2
17,20,12
25,22,11
17,4,4
9,26,9
4,2,7
16,5,0
16,24,13
15,1,5
13,29,12
25,15,8
9,18,10
28,20,3
21,24,8
28,23,8
25,8,5
20,20,13
20,4,5
12,26,10
19,5,1
9,14,12
28,15,9
12,19,7
19,17,11
9,6,13
3,20,13
15,26,11
12,14,13
3,13,10
15,19,8
23,21,7
12,7,10
14,20,4
15,12,5
23,14,4
22,10,9
7,17,6
14,16,6
4,5,8
23,7,1
15,7,11
27,13,9
19,16,1
14,8,7
6,9,13
26,14,5
19,28,11
14,4,9
1,19,9
10,10,4
10,13,9
22,16,2
19,20,12
1,12,6
10,22,14
13,10,1
10,6,6
18,17,10
15,25,14
2,20,12
13,5,7
6,24,11
14,26,10
5,28,12
2,13,9
14,19,7
17,26,7
25,21,3
17,18,8
25,13,4
17,14,10
20,19,5
13,23,10
17,7,7
25,9,6
1,18,12
17,6,11
16,8,3
9,12,8
13,16,7
8,8,13
20,14,11
9,5,5
20,7,8
21,20,8
13,4,10
15,17,4
12,5,6
4,27,11
24,11,4
3,7,8
15,10,1
15,13,6
24,20,9
4,20,8
21,8,11
11,2,4
15,6,3
17,17,11
7,11,4
4,15,14
16,18,7
20,22,6
16,21,12
28,24,5
20,25,11
7,20,9
25,12,7
19,26,7
4,8,11
16,11,4
16,14,9
28,17,2
20,17,12
19,19,4
12,23,9
16,7,6
16,6,10
3,25,11
10,20,10
22,26,8
7,8,12
19,14,10
3,18,8
3,17,12
10,16,12
7,1,9
22,19,5
19,7,7
6,22,7
18,8,3
6,25,12
3,10,9
18,11,8
15,16,7
10,8,13
22,14,11
2,14,10
14,17,3
4,26,14
6,18,9
11,5,5
5,19,5
10,1,10
22,7,8
2,7,7
23,20,8
6,10,10
15,4,10
14,6,2
6,3,7
6,6,12
5,7,8
17,5,3
13,14,3
26,16,11
18,19,3
10,19,13
13,26,13
22,25,11
6,28,13
21,18,4
21,21,9
2,17,11
21,11,1
5,22,6
21,14,6
5,25,11
21,6,7
21,9,12
17,16,3
12,8,9
24,14,7
4,14,6
5,10,9
20,23,7
17,8,4
24,7,4
17,11,9
4,6,7
23,8,0
8,10,6
16,12,5
20,16,4
17,20,14
17,4,6
9,26,11
4,2,9
16,5,2
20,9,1
15,1,7
13,29,14
25,15,10
8,5,12
7,7,4
9,18,12
28,20,5
21,24,10
12,26,12
19,5,3
12,18,13
19,17,13
4,24,10
6,16,5
3,4,7
15,7,0
15,26,13
22,6,0
22,5,4
4,17,7
3,13,12
15,19,10
27,22,3
23,21,9
12,7,12
14,20,6
23,14,6
6,4,8
27,17,9
7,17,8
4,5,10
23,7,3
23,6,7
10,25,8
7,10,5
19,16,3
14,8,9
26,14,7
10,18,5
10,17,9
14,1,6
7,5,11
1,19,11
10,10,6
10,13,11
22,16,4
1,12,8
13,10,3
10,6,8
18,17,12
2,20,14
13,5,9
6,24,13
14,26,12
2,13,11
17,26,9
26,25,7
5,4,7
25,21,5
20,14,0
17,18,10
26,17,8
25,13,6
1,22,12
17,14,12
29,17,5
13,20,7
13,23,12
25,9,8
13,13,4
9,12,10
21,15,3
28,14,3
13,16,9
0,11,7
20,14,13
12,17,5
24,23,3
9,5,7
13,8,10
12,10,2
20,7,10
12,12,11
15,17,6
17,29,10
12,5,8
24,8,1
4,27,13
24,11,6
3,7,10
15,10,3
23,12,2
25,24,6
15,13,8
24,20,11
16,26,8
16,25,12
20,13,3
15,5,9
14,7,1
17,17,13
7,11,6
16,18,9
20,22,8
16,21,14
28,24,7
7,20,11
25,12,9
19,26,9
4,8,13
16,11,6
16,14,11
28,17,4
12,20,6
12,23,11
3,22,8
3,25,13
10,20,12
